,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Age of House,Age of Renovation,Renovation Flag,Living Area to Lot Area Ratio,Total Bathrooms,Total Fireplaces,Garage Area per Car,Mas Vnr Area to Lot Area,Total Porch Area,SalePrice to Lot Area Ratio,Price per Square Foot
356,60,RL,-0.49428578158884484,-0.2933135901211655,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,0.715725650606787,0.4666814529550413,Gable,CompShg,VinylSd,VinylSd,None,-0.5660393675765791,Gd,TA,PConc,Gd,TA,No,Unf,-0.9713941758936586,Unf,-0.2939182393505505,0.5459547930970167,-0.5721473652308912,GasA,Gd,Y,SBrkr,-0.920203141024686,1.0191944658849221,-0.10100493596546713,0.1410889700727305,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,TA,0.35416673338464155,Typ,0.6185183669735254,TA,Attchd,0.2709978835715208,RFn,0.3065894971646573,-0.431857792429526,TA,TA,Y,-0.7420601522255925,-0.11165313223766059,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,5,0.9188446771217871,WD,Normal,178000,-0.6747012812594886,-0.408716086587921,0.29937333830207496,0.15068892008599302,0.5971288698860204,-0.03370083485032747,-1.3341126570034096,-0.40841615727591485,-0.8941494455607324,0.09044248605275398,-0.2493373268972031
357,60,RL,-0.13619402697773308,-0.04860232761536036,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,0.715725650606787,0.4187352887431728,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.18530893756328592,Ex,Gd,PConc,Gd,Gd,No,ALQ,-0.2908363732243863,Unf,-0.2939182393505505,-0.4302309226018651,-0.8420542691314725,GasA,Gd,Y,SBrkr,-1.2239109251182283,1.0612188648882408,-0.10100493596546713,-0.058743797285961935,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,TA,-0.2816840808414617,Typ,0.6185183669735254,TA,BuiltIn,0.2709978835715208,Fin,0.3065894971646573,-0.24579020398780357,TA,TA,Y,1.094254603071662,0.22922960148661542,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,Shed,0.758263382418191,4,0.9188446771217871,WD,Normal,185000,-0.6747012812594886,-0.36076661176499375,0.29937333830207496,-0.2821184308289092,0.5971288698860204,-0.03370083485032747,-1.0096325592364341,-0.18031403812603605,0.7015239174793115,-0.1996098589969451,0.1417085619034834
358,60,RL,-0.13619402697773308,-0.17070410901089175,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,0.7487942162097561,0.5146276171669099,Gable,CompShg,HdBoard,HdBoard,None,-0.5660393675765791,TA,TA,PConc,Gd,TA,No,GLQ,0.3458144744339652,Unf,-0.2939182393505505,-1.0286851026223915,-0.7808148875741977,GasA,Gd,Y,SBrkr,-1.1550024362902818,1.105577952725077,-0.10100493596546713,0.03226914626354154,1.084375647541021,-0.24922024328289993,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,Gd,0.35416673338464155,Typ,0.6185183669735254,TA,Attchd,0.27323929307341366,Fin,0.3065894971646573,-0.29695879080927723,TA,TA,Y,-0.7420601522255925,-0.02272720170089293,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,7,0.9188446771217871,WD,Normal,181316,-0.7077196329779931,-0.4566655614108483,0.29937333830207496,-0.09419026669318634,1.6600617913720719,1.0757760877503397,-1.0988645861223523,-0.40841615727591485,-0.8566041899597902,-0.07243872597558319,-0.0530477031944465
359,20,RL,-0.5390472509152338,-0.367818523259603,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,0.715725650606787,0.4187352887431728,Gable,CompShg,HdBoard,HdBoard,BrkFace,-0.31408540653837036,TA,TA,PConc,Gd,TA,No,Unf,-0.9713941758936586,Unf,-0.2939182393505505,1.4151924233929905,0.29427647754240344,GasA,Ex,Y,SBrkr,0.07769386385409588,-0.7831853135907442,-0.10100493596546713,-0.6127356275872875,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,Gd,-0.2816840808414617,Typ,0.6185183669735254,TA,Attchd,0.2709978835715208,Unf,0.3065894971646573,-0.199273306877373,TA,TA,Y,-0.7420601522255925,-0.3932519122707582,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,11,0.9188446771217871,WD,Normal,166000,-0.6747012812594886,-0.36076661176499375,0.29937333830207496,-0.16420767454858826,-0.46580405160003097,-0.03370083485032747,-0.9285125347946902,-0.20510221466448383,-1.013042754963716,0.10459103854094491,0.5669992975991728
360,60,RL,-0.09143255765134413,-0.06497564341580064,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,0.6826570850038177,0.4187352887431728,Gable,CompShg,VinylSd,VinylSd,None,-0.5660393675765791,TA,TA,PConc,Gd,TA,No,Unf,-0.9713941758936586,Unf,-0.2939182393505505,0.566434213706084,-0.5517342380451329,GasA,Gd,Y,SBrkr,-0.8972336447487038,1.0495454207206523,-0.10100493596546713,0.18461689959640606,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,TA,0.35416673338464155,Typ,0.6185183669735254,TA,BuiltIn,0.2709978835715208,RFn,0.3065894971646573,-0.38999258503013845,TA,TA,Y,1.9649210818763947,-0.11165313223766059,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,MnPrv,NA,-0.08942227838639759,12,0.9188446771217871,WD,Normal,178000,-0.641682929540984,-0.36076661176499375,0.29937333830207496,-0.15398062969576345,0.5971288698860204,-0.03370083485032747,-1.2611046350058401,-0.40841615727591485,1.2459301236929736,-0.2360105427498872,-0.2981068514575541
361,60,RL,-0.22571696563051102,-0.2567592106597174,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,0.7487942162097561,0.5146276171669099,Gable,CompShg,HdBoard,HdBoard,None,-0.5660393675765791,TA,TA,PConc,Gd,TA,No,Unf,-0.9713941758936586,Unf,-0.2939182393505505,0.32523214875484524,-0.7921555137885079,GasA,Gd,Y,SBrkr,-1.1677632675547163,1.0355372877195461,-0.10100493596546713,-0.036979832524124144,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,TA,-0.2816840808414617,Typ,0.6185183669735254,TA,Attchd,0.27323929307341366,Fin,0.3065894971646573,-0.6039703117381192,TA,TA,Y,-0.7420601522255925,-0.17093708592883902,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,3,0.9188446771217871,WD,Normal,174000,-0.7077196329779931,-0.4566655614108483,0.29937333830207496,-0.006947702305271259,0.5971288698860204,-0.03370083485032747,-1.634256747437862,-0.40841615727591485,-0.9191796159613606,-0.009439252861034727,-0.11891644841644526
362,20,RL,-0.04667108832495516,-0.11422251574580707,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,0.6826570850038177,0.37078912453130425,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.027452185091201446,TA,TA,PConc,Gd,TA,No,GLQ,0.2580005644121236,Unf,-0.2939182393505505,0.08858106616117695,0.24210959695657677,GasA,Gd,Y,SBrkr,0.01899404003769694,-0.7831853135907442,-0.10100493596546713,-0.6582420993620391,1.084375647541021,-0.24922024328289993,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,Gd,-0.2816840808414617,Typ,-0.9251433155072492,NA,Attchd,0.26875647406962794,RFn,0.3065894971646573,-0.33882399820866477,TA,TA,Y,0.20775782465229775,-0.3191469701567851,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,7,0.9188446771217871,WD,Normal,173000,-0.641682929540984,-0.3128171369420665,0.29937333830207496,-0.4932103904412674,0.5971288698860204,-0.03370083485032747,-1.1718726081199218,-0.03296737580512298,-0.23084992994408668,-0.2179685191368218,0.8396362794129728
363,60,RL,0.22189772763337864,0.07794182628416646,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,0.9141370442246018,0.7064122740143839,Gable,CompShg,VinylSd,VinylSd,None,1.3600086901377275,Gd,TA,PConc,Gd,TA,No,GLQ,0.5521771629852928,Unf,-0.2939182393505505,-0.6259231639773984,-0.16615294675858822,GasA,Ex,Y,SBrkr,-0.39445689292998254,1.5001403655895689,-0.10100493596546713,0.9562483775161095,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,Gd,1.6258683618368481,Typ,0.6185183669735254,TA,Attchd,0.28444634058287804,Fin,0.3065894971646573,0.07982807578521062,TA,TA,Y,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,5,0.9188446771217871,WD,Normal,225000,-0.8728113915705156,-0.6484634607025574,0.29937333830207496,0.010240088091757594,0.5971288698860204,-0.03370083485032747,-0.44179238814422683,0.6386113941352415,-1.1444511495670138,-0.04858626129183928,-0.244325031867883
364,20,RL,1.296172991466714,0.21616307362276696,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,0.6165199537978795,0.27489679610756723,Gable,CompShg,HdBoard,HdBoard,None,-0.5660393675765791,TA,TA,PConc,Gd,TA,No,Unf,-0.9713941758936586,Unf,-0.2939182393505505,1.9681367798378115,0.8454309115578762,GasA,Ex,Y,SBrkr,0.7208397595815973,-0.7831853135907442,-0.10100493596546713,-0.11414298031609449,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,TA,-0.9175348950675649,Typ,-0.9251433155072492,NA,Attchd,0.26427365506584216,RFn,0.3065894971646573,0.1263449728956412,TA,TA,Y,-0.7420601522255925,-0.20057906277442825,-0.3588380041723937,20.106086546886612,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,5,0.9188446771217871,WD,Normal,180500,-0.5756462261039751,-0.21691818729621196,0.29937333830207496,-0.532327738053854,-0.46580405160003097,-1.1431777574509947,-0.36067236370248296,-0.40841615727591485,2.247136939718099,-0.48557189855767674,0.12060930765556213
365,120,RL,0.04285185032782277,-0.5500827208521011,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,0.41810856018006454,-0.012780189163643882,Gable,CompShg,HdBoard,HdBoard,None,-0.5660393675765791,Gd,TA,CBlock,Gd,TA,Av,GLQ,1.3029860936720383,Unf,-0.2939182393505505,-0.8534722818559257,0.3827333620140225,GasA,Gd,Y,SBrkr,0.5115621268448706,-0.7831853135907442,-0.10100493596546713,-0.2763834449043398,1.084375647541021,-0.24922024328289993,-1.0247928895561034,-0.755202693152744,-2.240561731019079,-0.2072914450684739,Gd,-1.5533857092936683,Typ,0.6185183669735254,Ex,Attchd,0.2508251980544849,RFn,0.3065894971646573,0.4287048041134401,TA,TA,Y,-0.24340571436470013,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,8,0.9188446771217871,COD,Abnorml,187500,-0.37753611579294805,0.07077866164135169,0.29937333830207496,0.44076706248507885,-0.46580405160003097,1.0757760877503397,0.1666077951688523,-0.40841615727591485,-0.7502259657571205,0.8246630727003929,0.5162543802718468
366,20,RL,-0.31523990428328896,0.9233887762588386,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,1.2117541346513243,1.1858739161330691,Hip,CompShg,VinylSd,VinylSd,Stone,3.621995362569646,Ex,TA,PConc,Ex,TA,No,GLQ,3.208547941146001,Unf,-0.2939182393505505,-0.5622094109714109,2.641786103904602,GasA,Ex,Y,SBrkr,2.74215543186803,-0.7831853135907442,-0.10100493596546713,1.4528624825362262,1.084375647541021,-0.24922024328289993,0.7840282950218381,-0.755202693152744,-2.240561731019079,-0.2072914450684739,Ex,1.6258683618368481,Typ,0.6185183669735254,Gd,Attchd,0.30686043560180687,Fin,1.621827017944226,3.2243703204503187,TA,TA,Y,-0.7420601522255925,0.1847666362182316,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,7,0.9188446771217871,New,Partial,501837,-1.1699765570370562,-1.12795820893183,-3.3403108161588375,-0.4755946451089524,0.5971288698860204,1.0757760877503397,1.8890563141485477,0.9978622751687979,-0.7689985935575917,0.5593197926618875,3.2205835180166016
367,20,RL,0.44570507426532346,0.2152745991219679,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,1.2117541346513243,1.1379277519212005,Hip,CompShg,VinylSd,VinylSd,Stone,2.0318859195729506,Gd,TA,PConc,Ex,TA,Mn,Unf,-0.9713941758936586,Unf,-0.2939182393505505,3.383492293042251,2.2562048126180576,GasA,Ex,Y,SBrkr,2.262348176325291,-0.7831853135907442,-0.10100493596546713,1.0808965393339076,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,Gd,0.35416673338464155,Typ,0.6185183669735254,Gd,Attchd,0.304619026099914,Fin,1.621827017944226,1.6800093363840232,TA,TA,Y,1.8066180857300798,0.510828381519713,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,7,0.9188446771217871,New,Partial,372500,-1.1699765570370562,-1.0800087341089029,0.29937333830207496,-0.0895807842907178,0.5971288698860204,-0.03370083485032747,0.0935997731712828,0.8748366907575084,1.3835960608964284,0.7631338088102682,1.8936861419562017
368,20,RL,2.415209724626438,0.7628287414715754,Pave,NA,IR1,Low,AllPub,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,7,5,1.1125484378424169,0.994089259285595,Hip,CompShg,VinylSd,VinylSd,Stone,-0.47645573698521604,Gd,TA,PConc,Ex,TA,Av,ALQ,1.8254788583019959,Unf,-0.2939182393505505,-0.6896369169833861,1.085852187301251,GasA,Ex,Y,SBrkr,0.9454303898356453,-0.7831853135907442,-0.10100493596546713,0.05996873777860782,1.084375647541021,-0.24922024328289993,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,Gd,0.35416673338464155,Typ,0.6185183669735254,Gd,Attchd,0.2978947975942353,Fin,0.3065894971646573,-0.199273306877373,TA,TA,Y,0.5876850154034539,-0.17093708592883902,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,6,0.9188446771217871,WD,Normal,260000,-1.0709215018815426,-0.9361603096401211,0.29937333830207496,-0.7663023007867327,0.5971288698860204,1.0757760877503397,-0.9285125347946902,-0.37598032591212394,0.13208754086502134,-0.4193387698410857,1.515692805768835
369,60,RL,0.6695124208972683,0.22238239512836055,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,6,0.18662860095928044,-0.3484033386467235,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,0.31300000760117136,TA,TA,PConc,Gd,TA,No,ALQ,-0.09325507567524276,Unf,-0.2939182393505505,0.3707419723305507,0.1604570882135438,GasA,Ex,Y,SBrkr,-0.5450347018503102,1.523487253924746,-0.10100493596546713,0.8592998072133775,1.084375647541021,-0.24922024328289993,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,TA,-0.2816840808414617,Typ,0.6185183669735254,TA,Attchd,0.23513533154123475,Unf,0.3065894971646573,0.43800818353552623,TA,TA,P,-0.7420601522255925,1.904001293262406,-0.3588380041723937,-0.1031343162481333,3.2811194119666327,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,7,0.9188446771217871,WD,Normal,185000,-0.1464076537634165,0.4064249854018426,0.29937333830207496,-0.17822594014431742,1.6600617913720719,1.0757760877503397,0.1828318000572011,0.02374461803213622,1.2083848680920313,-0.4612874743791319,-0.7993436156538659
370,60,RL,1.072365644834769,0.3626344413259304,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,0.2858342977681879,-0.20456484601111796,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.9904762139483547,Gd,TA,CBlock,Gd,TA,No,GLQ,0.5477864674842008,Unf,-0.2939182393505505,-0.9240125083982691,-0.4678136040592379,GasA,TA,Y,SBrkr,-0.016736287502719802,2.018441286630499,-0.10100493596546713,1.6883090104142897,1.084375647541021,-0.24922024328289993,0.7840282950218381,1.2346749066112308,1.3844221849863885,-0.2072914450684739,Ex,2.261719176062951,Typ,0.6185183669735254,TA,Attchd,0.24858378855259203,RFn,0.3065894971646573,0.051917937518952254,TA,TA,Y,1.5375029922813441,2.1856000732955034,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,GdPrv,NA,-0.08942227838639759,8,0.9188446771217871,WD,Normal,260000,-0.24546270891893002,0.26257656093306075,0.29937333830207496,-0.018621580961290025,1.6600617913720719,1.0757760877503397,-0.49046440280927317,0.2917918846452936,1.877941926308834,-0.11899714003587127,-0.3368046692558821
371,20,RL,-0.9866619441791235,0.8751573033583169,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,0.25276573216521875,0.6584661098025154,Gable,CompShg,HdBoard,HdBoard,None,-0.5660393675765791,TA,Gd,CBlock,Gd,Fa,No,Unf,-0.9713941758936586,Unf,-0.2939182393505505,1.8270563267531248,0.7048071465004304,GasA,TA,Y,SBrkr,1.0883516999973124,-0.7831853135907442,-0.10100493596546713,0.17076710383887292,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,TA,0.35416673338464155,Typ,0.6185183669735254,TA,Attchd,0.2396181505450205,Unf,0.3065894971646573,-0.17601485832215769,TA,TA,Y,0.7776486107790319,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,1,0.9188446771217871,WD,Normal,181000,-0.2124443572004255,-0.6005139858796301,0.29937333830207496,-0.7804443738885619,-0.46580405160003097,-0.03370083485032747,-0.8879525225738182,-0.40841615727591485,0.05699702966313692,-0.840526102643554,-0.22378168475004812
372,20,RL,0.6695124208972683,0.22238239512836055,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,0.18662860095928044,-0.3484033386467235,Hip,CompShg,Plywood,Plywood,BrkFace,0.6041468070231014,TA,Gd,CBlock,TA,TA,No,ALQ,0.8331816750551859,Unf,-0.2939182393505505,0.011214366082477691,0.7592421523291191,GasA,TA,Y,SBrkr,0.641722605742103,-0.7831853135907442,-0.10100493596546713,-0.17547779009945552,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,TA,-0.2816840808414617,Typ,0.6185183669735254,TA,Attchd,0.23513533154123475,Fin,0.3065894971646573,0.33101932018153585,TA,TA,Y,0.7776486107790319,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,4,0.9188446771217871,WD,Family,82500,-0.1464076537634165,0.4064249854018426,0.29937333830207496,-0.5592564675465089,-0.46580405160003097,-0.03370083485032747,-0.0037442561588098586,0.1668806710004079,0.05699702966313692,-1.1244089281577836,-1.958373875323299
373,20,RL,0.6247509515708793,0.8233719324545987,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,0.18662860095928044,0.7543584382262524,Gable,CompShg,CemntBd,CmentBd,Stone,0.13943172333040532,Gd,TA,CBlock,Gd,TA,No,ALQ,1.7640091212867066,Unf,-0.2939182393505505,-0.4620877991048589,1.2491572047873172,GasA,Gd,Y,SBrkr,1.1291863600435028,-0.7831853135907442,-0.10100493596546713,0.20242377985609153,-0.8215755505964664,3.8301949121299312,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,Gd,0.9900175476107448,Typ,0.6185183669735254,TA,Attchd,0.23513533154123475,Fin,0.3065894971646573,0.26124397451588993,TA,TA,Y,1.157575801530188,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,6,0.9188446771217871,WD,Normal,215000,-0.1464076537634165,-0.6964129355254847,0.29937333830207496,-0.7523177070874604,0.5971288698860204,-0.03370083485032747,-0.1254242928214257,-0.1603083703800898,0.3573590744706746,-0.6631207858512855,0.4021697679002947
374,60,RL,0.4009436049389345,0.39373104885389837,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRNn,Norm,1Fam,2Story,7,6,0.21969716656224958,-0.300457174434855,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.8672987218852305,TA,TA,CBlock,Gd,TA,No,Unf,-0.9713941758936586,Unf,-0.2939182393505505,0.6210460019969306,-0.49729923221644423,GasA,TA,Y,SBrkr,-0.014184121249832891,1.3086958812411174,-0.10100493596546713,1.0888107083382124,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,1.2346749066112308,1.3844221849863885,-0.2072914450684739,Gd,0.9900175476107448,Typ,0.6185183669735254,TA,Attchd,0.23737674104312764,RFn,0.3065894971646573,0.26124397451588993,TA,TA,Y,0.7776486107790319,2.1411371080271198,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,5,0.9188446771217871,WD,Abnorml,154000,-0.179426005481921,0.3584755105789153,0.29937333830207496,-0.2458846672222635,0.5971288698860204,-0.03370083485032747,-0.1254242928214257,0.2244570963707367,1.2584452088932876,-0.7633510453907567,-1.4393533235390488
375,20,RL,0.44570507426532346,0.09901136444597333,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,0.21969716656224958,0.08311213926009316,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.0005426994685995225,TA,TA,PConc,TA,TA,No,LwQ,-0.1744829424454462,Unf,-0.2939182393505505,1.1489599554751138,0.8522352872864623,GasA,TA,Y,SBrkr,1.3052858314926996,-0.7831853135907442,-0.10100493596546713,0.3389431951803467,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,TA,0.35416673338464155,Typ,0.6185183669735254,TA,Attchd,0.23737674104312764,RFn,0.3065894971646573,0.051917937518952254,TA,TA,Y,1.2525575992179772,0.11066169410425855,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,8,0.9188446771217871,WD,Normal,200000,-0.179426005481921,-0.02512028800450286,0.29937333830207496,-0.26155106750929913,-0.46580405160003097,-0.03370083485032747,-0.49046440280927317,-0.105673692502,0.7766144286811959,-0.24915870307073051,-0.05032911346751276
376,60,RL,0.6247509515708793,0.28432176032692535,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,0.2858342977681879,0.32284296031943577,Gable,CompShg,Plywood,Plywood,BrkFace,0.7161263452623053,TA,TA,CBlock,Gd,TA,No,ALQ,0.35020516993505724,Unf,-0.2939182393505505,-0.2686710489081108,-0.018724805972556404,GasA,TA,Y,SBrkr,0.9683998861116275,1.8643518236183305,-0.10100493596546713,2.3214425307586617,-0.8215755505964664,-0.24922024328289993,0.7840282950218381,1.2346749066112308,1.3844221849863885,-0.2072914450684739,Gd,1.6258683618368481,Typ,0.6185183669735254,TA,BuiltIn,0.2418595600469134,RFn,0.3065894971646573,-0.1481047200558993,TA,TA,Y,0.6668365134766114,0.5404703583653022,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,8,0.9188446771217871,WD,Normal,249000,-0.24546270891893002,-0.2648676621191392,0.29937333830207496,0.28345674011395455,0.5971288698860204,-0.03370083485032747,-0.8392805079087718,0.1971016793771694,0.4950250116741294,-0.1106990258012914,-0.8773523234401935
377,80,RL,0.44570507426532346,0.5035211121669282,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,0.2858342977681879,-0.20456484601111796,Gable,CompShg,Plywood,Plywood,BrkFace,0.6937304376144645,TA,TA,CBlock,Gd,TA,Av,GLQ,1.3029860936720383,Unf,-0.2939182393505505,-0.5075976226805643,0.7274883989290507,GasA,TA,Y,SBrkr,0.7974047471682045,-0.7831853135907442,-0.10100493596546713,-0.05478671278380961,1.084375647541021,-0.24922024328289993,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,TA,-0.2816840808414617,Typ,2.1621800494542995,TA,Attchd,0.2418595600469134,Unf,0.3065894971646573,0.5356936674674305,TA,TA,Y,1.1021697528789778,0.00691477514469629,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,NA,NA,NA,-0.08942227838639759,6,0.9188446771217871,WD,Normal,187500,-0.24546270891893002,0.26257656093306075,0.29937333830207496,-0.6831052153607418,0.5971288698860204,2.185253010351007,0.35318385138486325,0.11373265035174189,0.613918321077113,-0.6354683616706188,0.18931263557001368
